ID,Question,Intent
0177_0019,Contact details of Michalis Feidakis,Instructors
0178_0019,Contact details of Nelly Leligou,Instructors
0179_0019,Contact details of Panagiotis Kasnesis,Instructors
0180_0019,Contact details of Papageorgas Panagiotis,Instructors
0181_0019,Contact details of Paraskevi Zacharia,Instructors
0182_0019,Are there any invited lecturers?,Invited
0183_0019,Are there any guest lecturers?,Invited
0184_0019,Will there be any guest lecturer during this program?,Invited
0185_0019,Will there be any invited lecturer during this program?,Invited
0186_0019,Will George Verveniotis attend as an invited lecturer this year?,Invited
0187_0019,Will Jim Kyung-Soo Liew attend as an invited lecturer this year?,Invited
0188_0019,Will Michael Kounavisattend as an invited lecturer this year?,Invited
0189_0019,Will Neeli R. Prasadattend as an invited lecturer this year?,Invited
0190_0019,Will Nikos Christakisattend as an invited lecturer this year?,Invited
0191_0019,Will Saeid Abolfazliattend as an invited lecturer this year?,Invited
0192_0019,Will San Murugesanattend as an invited lecturer this year?,Invited
0193_0019,Will Sorin Adam Mateiattend as an invited lecturer this year?,Invited
0194_0019,Will Spyros Polykalasattend as an invited lecturer this year?,Invited
0195_0019,Will Vassilios Tzerposattend as an invited lecturer this year?,Invited
0196_0019,Are there any invited speakers during this program?,Invited
0197_0019,Contact information of guest lecturer ,Invited
0198_0019,What is the information of the invited lecturer named ,Invited
0199_0019,When will  George Verveniotis attend the program as a guest speaker,Invited
0200_0019,When will  Jim Kyung-Soo Liew attend the program as a guest speaker,Invited
0201_0019,When will  Michael Kounavis attend the program as a guest speaker,Invited
0202_0019,When will  Neeli R. Prasad attend the program as a guest speaker,Invited
0203_0019,When will  Nikos Christakis attend the program as a guest speaker,Invited
0204_0019,When will  Saeid Abolfazli attend the program as a guest speaker,Invited
0205_0019,When will  San Murugesan attend the program as a guest speaker,Invited
0206_0019,When will  Sorin Adam Matei attend the program as a guest speaker,Invited
0207_0019,When will  Spyros Polykalas attend the program as a guest speaker,Invited
0208_0019,When will  Vassilios Tzerpos attend the program as a guest speaker,Invited
0209_0019,List of all guest lecturers,Invited
0210_0019,How many invited speakers will there be during the program?,Invited
0211_0019,Information about invited lecturers,Invited
0212_0019,Where can I find the link for student registry?,Registry
0213_0019,How can I access student registry?,Registry
0214_0019,Where can I find details about my student profile?,Registry
0215_0019,Where can I find information about my student profile?,Registry
0216_0019,How can I access the student portal?,Registry
0217_0019,Where can I find my student details?,Registry
0218_0019,Where can I find my registration number?,Registry
0219_0019,Where can I find my academic number?,Registry
0220_0019,Where can I find my student status?,Registry
0221_0019,Where can I find the full name of my department?,Registry
0222_0019,Where can I find my selected curriculum?,Registry
0223_0019,Where can I see a list of my selected courses?,Registry
0224_0019,Where can I see my semester statements?,Registry
0225_0019,How can I apply for the courses of this academic semester?,Registry
0226_0019,I want to submit for the courses I want to enroll for this academic period,Registry
0227_0019,Where can I see my grades?,Registry
0228_0019,How can I see my exam grades?,Registry
0229_0019,Portal for examination grades,Registry
0230_0019,Where can I see my  examination calendar?,Registry
0231_0019,Where can I find my examination history?,Registry
0232_0019,Where can I see my submitted assignments?,Registry
0233_0019,Where can I find the assignments I have completed?,Registry
0234_0019,Where can I find information about my internship?,Registry
0235_0019,Where can I see my scholarships?,Registry
0236_0019,Where can I find all the available scholarships for my department?,Registry
0237_0019,Where can I submit a course evaluation?,Registry
0238_0019,Link for courses evaluation,Registry
0239_0019,I want to make an evaluation about a lecturer. Where can I find the link?,Registry
0240_0019,Where can I find the manual for the student portal?,Registry
0241_0019,How can I access my student records?,Registry
0242_0019,Hi,Irrelevant
0243_0019,Test,Irrelevant
0244_0019,Can I apply for a phd?,Irrelevant
0245_0019,What are your thoughts about the energy crisis?,Irrelevant
0246_0019,Is there a cafeteria on campus?,Irrelevant
0247_0019,Does the university have a gym?,Irrelevant
0248_0019,Is there a metro near the campus?,Irrelevant
0249_0019,Will this master help me evolve career wise?,Irrelevant
0250_0019,Is this a good master?,Irrelevant
0251_0019,How many years is this master being taught?,Irrelevant
0252_0019,Is Aigaleo a nice area?,Irrelevant
0253_0019,Is the campus safe?,Irrelevant
0254_0019,Are there bars nearby?,Irrelevant
0255_0019,What is this chatbot for?,Irrelevant
0256_0019,Hello,Irrelevant
0257_0019,I have a question,Irrelevant
0258_0019,How many masters are available at the university of west attica,Irrelevant
0259_0019,What bachelor degrees are available?,Irrelevant
0260_0019,How frequently does the bus pass by?,Irrelevant
0261_0019,Is smoking allowed inside the building?,Irrelevant
0262_0019,Is there a parking station inside the campus?,Irrelevant
0263_0019,Can I eat during class?,Irrelevant
0264_0019,Are pets allowed in the classroom?,Irrelevant
0265_0019,Are the masks mandatory inside the lecture?,Irrelevant
0266_0019,Do I have to be vaccinated to apply?,Irrelevant
0267_0019,Are there any marketing related masters available at the university,Irrelevant
0268_0019,Is there a cinema near the campus?,Irrelevant
0269_0019,How far is Allou fun park?,Irrelevant
0270_0019,How is the weather like?,Irrelevant
0271_0019,Do I need to wear a mask inside the campus?,Irrelevant
0272_0019,Where can I find the winter semester schedule?,Schedule
0273_0019,Where can I find the spring semester schedule?,Schedule
0274_0019,Where can I find the winter semester room planning?,Schedule
0275_0019,Where can I find the spring semester room planning?,Schedule
0276_0019,What day does the course Knowledge Representation & Big Data take place?,Schedule
0277_0019,What day does the course Natural Language Processing with Deep Learning take place?,Schedule
0278_0019,What day does the course Advanced Topics with Deep Learning take place?,Schedule
0279_0019,What day does the course Artificial Intelligence in Healthcare and Biometrics take place?,Schedule
0280_0019,What day does the course Wearables and Affective Computing take place?,Schedule
0281_0019,What day does the course Fundamentals of AI and Machine Learning take place?,Schedule
0282_0019,What day does the course Neural Networks and Deep Learning take place?,Schedule
0283_0019,What day does the course Platforms for AI and Python programming take place?,Schedule
0284_0019,What day does the course Mathematics for Machine Learning take place?,Schedule
0285_0019,In which room does Knowledge Representation & Big Data take place?,Schedule
0286_0019,In which room does Natural Language Processing with Deep Learning take place?,Schedule
0287_0019,In which room does Advanced Topics with Deep Learning take place?,Schedule
0288_0019,In which room does Artificial Intelligence in Healthcare and Biometrics take place?,Schedule
0289_0019,In which room does Wearables and Affective Computing take place?,Schedule
0290_0019,In which room does Fundamentals of AI and Machine Learning take place?,Schedule
0291_0019,In which room does Neural Networks and Deep Learning take place?,Schedule
0292_0019,In which room does Platforms for AI and Python programming take place?,Schedule
0293_0019,In which room does Mathematics for Machine Learning take place?,Schedule
0294_0019,Calendar days where courses take place,Schedule
0295_0019,Which days will the courses will be cancelled due to bank holidays during the spring semester?,Schedule
0296_0019,Which days will the courses will be cancelled due to bank holidays during the winter semester?,Schedule
0297_0019,Are there any bank holidays during the winter semester?,Schedule
0298_0019,Are there any bank holidays during the spring semester?,Schedule
0299_0019,When will the program stop for winter break?,Schedule
0300_0019,When will the program stop for spring break?,Schedule
